industry,company_size,source,interaction_count,email_open_rate,days_since_creation,converted
finance,1-10,email,1,7.849376836632895,12,1
healthcare,500+,cold_call,3,30.988919095677105,52,1
retail,11-50,referral,1,8.98654270083767,101,0
retail,1-10,referral,3,0.9770313623048741,12,0
technology,11-50,cold_call,4,12.765215367790592,6,1
healthcare,11-50,website,0,67.51543536695164,6,0
retail,51-200,referral,2,37.84066208591745,15,0
finance,51-200,website,2,46.844977667927964,1,0
education,500+,website,2,12.77599399918605,20,0
retail,11-50,linkedin,2,29.75228994832947,39,1
technology,11-50,event,7,15.131461641531569,22,1
technology,11-50,referral,3,17.822044489300843,105,1
retail,11-50,linkedin,6,38.66148814089287,18,1
technology,1-10,email,3,37.01975931137411,0,1
finance,500+,referral,4,41.353257288776746,19,1
education,201-500,linkedin,3,21.98153227825336,79,0
finance,11-50,website,3,69.48362585674053,3,1
healthcare,51-200,cold_call,5,32.77471243148822,7,1
retail,1-10,cold_call,1,22.067002855741915,37,0
finance,11-50,other,4,9.156252794477073,10,1
finance,51-200,event,3,25.85035395742395,43,0
education,11-50,linkedin,0,14.113670711465698,16,1
healthcare,500+,referral,3,9.488685320202443,47,0
other,51-200,event,3,47.95582998333058,24,1
education,11-50,referral,3,20.397582419348186,2,0
technology,51-200,website,1,35.93803514413815,14,1
technology,1-10,website,2,27.048750346737954,12,0
technology,11-50,referral,3,19.890955706167674,49,0
technology,11-50,cold_call,2,19.28531996864055,29,0
technology,11-50,website,3,42.61505444054459,45,0
retail,51-200,referral,1,47.21562235658095,13,1
technology,11-50,other,6,44.00901178151389,35,1
healthcare,51-200,referral,0,21.647963466680892,2,1
manufacturing,51-200,linkedin,2,60.50657279735583,1,1
technology,11-50,website,1,42.8412623638249,10,1
manufacturing,201-500,event,1,10.796833757162014,44,0
healthcare,1-10,email,4,56.78253447480206,22,0
technology,1-10,email,2,41.95022721386305,15,1
retail,11-50,email,2,18.33481375510805,68,0
retail,11-50,ads,2,44.63145028447369,20,0
education,1-10,event,6,32.38359230747416,28,1
retail,51-200,cold_call,1,47.05939833132617,127,0
manufacturing,11-50,linkedin,6,19.107462693479345,22,1
healthcare,11-50,linkedin,3,37.20834496567554,45,1
technology,500+,other,2,23.90923857922203,16,1
manufacturing,51-200,event,5,8.767422146788128,1,0
manufacturing,201-500,cold_call,6,20.03166814074748,53,0
other,1-10,cold_call,1,23.357945711146666,86,0
finance,51-200,website,2,31.061506453400035,17,1
healthcare,201-500,website,7,11.93163338790854,21,1
manufacturing,51-200,website,8,9.334001858411748,16,0
healthcare,51-200,linkedin,3,4.717830974531756,173,0
education,11-50,email,4,66.93825792235307,70,1
education,1-10,website,5,16.7400555971649,1,0
finance,11-50,website,2,39.3685922855574,45,0
manufacturing,11-50,website,0,27.142374902940603,27,0
manufacturing,201-500,referral,4,28.869756315732246,0,1
technology,1-10,linkedin,1,18.80077422144504,17,0
education,500+,ads,4,26.5602687592787,4,1
finance,500+,linkedin,5,18.69254645081614,61,1
manufacturing,1-10,linkedin,3,24.30491933597611,0,0
healthcare,11-50,other,2,26.992389194377264,61,0
education,201-500,linkedin,2,52.036717116072026,84,0
healthcare,500+,ads,1,72.50445911322113,2,1
technology,11-50,website,6,10.220396684661528,38,1
education,11-50,website,4,28.22869361453516,23,1
technology,11-50,linkedin,2,38.38314457292997,92,0
healthcare,51-200,email,3,40.97023506822471,48,0
other,11-50,email,4,12.931786966613137,35,0
other,51-200,ads,5,21.964914443182543,77,0
finance,1-10,ads,1,28.07257045075378,5,0
retail,1-10,cold_call,0,20.005229662563405,14,0
finance,11-50,event,5,26.788521889116527,55,0
healthcare,11-50,website,1,55.205278440693796,3,0
healthcare,11-50,linkedin,4,47.82794534604537,82,1
retail,11-50,referral,4,43.50282909969287,41,0
manufacturing,11-50,website,5,36.58318458748413,17,0
manufacturing,1-10,linkedin,2,21.568254512413326,12,1
manufacturing,11-50,referral,3,21.10145508829121,4,1
technology,500+,website,3,35.85045597422398,2,1
finance,11-50,ads,4,29.70554858578619,16,0
technology,11-50,email,4,43.98086206975376,55,1
finance,51-200,event,2,16.54453571496797,22,0
finance,500+,ads,1,15.954187777916687,17,1
education,1-10,event,3,24.14309252095454,11,0
healthcare,51-200,linkedin,6,52.772421444864946,5,1
technology,51-200,event,4,9.42131793631213,138,1
technology,51-200,linkedin,2,50.72255471579934,0,1
manufacturing,1-10,linkedin,5,16.03213802185099,11,0
retail,51-200,website,0,33.32080388859563,44,0
technology,1-10,referral,3,44.22605937079796,22,1
technology,51-200,cold_call,5,43.11124838637329,11,0
retail,51-200,referral,6,39.55169841868894,147,1
technology,1-10,ads,2,46.95987027924847,28,0
manufacturing,201-500,website,4,14.305039301006515,10,1
retail,1-10,referral,5,12.443860854983326,56,1
technology,201-500,ads,1,14.75560723630411,4,0
technology,11-50,website,4,26.395953365729934,18,1
other,1-10,email,4,39.84658202756843,54,1
healthcare,1-10,event,7,35.803007587162774,123,1
healthcare,500+,other,3,46.72583795843952,14,1
manufacturing,1-10,ads,4,23.303741069710508,4,1
education,1-10,email,3,44.29931124312908,25,0
other,11-50,referral,3,17.044083322070307,86,0
manufacturing,51-200,website,1,37.734318661807606,32,1
healthcare,11-50,referral,0,12.80317934241039,27,0
technology,1-10,other,10,33.04146874374677,11,1
manufacturing,11-50,email,5,15.520189890097896,27,1
finance,1-10,other,1,47.038545916556565,64,1
finance,1-10,event,3,58.30265072787735,14,1
education,11-50,cold_call,1,21.83365861390073,8,1
technology,51-200,event,1,31.61065673746864,19,1
finance,1-10,referral,1,20.867901125315232,14,1
technology,11-50,ads,2,25.880737701541257,19,0
finance,11-50,referral,0,28.85689182309108,3,1
technology,500+,linkedin,3,31.009289016030355,12,1
technology,500+,website,2,15.420684225672721,52,1
technology,201-500,website,9,54.22246399669098,15,1
retail,1-10,website,2,16.96470517893248,103,0
retail,1-10,other,5,10.345417617861099,37,0
finance,11-50,cold_call,3,41.09303634304094,13,0
other,11-50,linkedin,2,54.552549996632116,8,0
healthcare,11-50,referral,3,31.87471570400831,34,1
healthcare,51-200,referral,3,10.740948008182501,10,1
education,201-500,referral,3,38.65364464037025,78,0
technology,201-500,email,2,33.521441289771374,3,1
other,11-50,website,5,21.654129082271183,0,0
technology,51-200,website,3,2.548787998659733,7,0
other,11-50,event,2,13.27920668717574,27,0
technology,1-10,event,3,14.535267869716373,54,0
education,51-200,linkedin,4,31.383009297828835,5,0
finance,1-10,email,4,43.71352912165293,26,1
other,11-50,referral,2,12.56159504652507,4,1
technology,11-50,ads,4,14.846344520779567,24,0
finance,51-200,linkedin,5,31.312582705491693,0,1
other,51-200,referral,3,51.14719194304901,24,1
finance,11-50,referral,2,24.82953602171305,22,1
retail,201-500,ads,2,34.68767347385816,1,1
retail,11-50,website,2,20.952284525271523,35,0
finance,11-50,email,2,3.295955545652701,25,1
retail,51-200,ads,4,23.472501810446996,29,0
finance,51-200,linkedin,2,56.57156336973649,22,0
education,500+,event,3,19.40513959776809,38,0
technology,1-10,linkedin,2,33.590858709347536,22,1
healthcare,51-200,cold_call,4,36.08807991803229,76,0
other,51-200,website,6,62.034688515973535,86,0
education,201-500,ads,5,33.868218555032875,38,1
finance,1-10,ads,4,16.355497987052583,72,1
retail,51-200,linkedin,3,20.17300965022643,76,1
healthcare,51-200,ads,5,27.419390703806197,9,1
technology,11-50,linkedin,0,5.359689167571626,153,1
finance,11-50,website,4,35.182961890030455,9,0
healthcare,11-50,linkedin,2,16.63137627476369,0,0
finance,51-200,website,3,40.17333975177021,98,0
technology,201-500,website,4,9.783445856778723,7,1
other,51-200,ads,6,20.149342836317953,26,1
other,51-200,linkedin,4,6.674992015894887,105,0
retail,11-50,linkedin,2,33.36911154303729,1,0
finance,1-10,linkedin,3,56.70908830477429,9,0
healthcare,1-10,email,1,8.570904162457598,28,0
manufacturing,11-50,ads,5,20.673500227950033,43,0
retail,11-50,email,4,16.643546835245733,49,1
technology,1-10,referral,2,19.497657268458994,64,1
education,11-50,referral,4,16.070853644330718,5,1
manufacturing,11-50,website,2,19.006504592061567,13,1
education,11-50,email,3,11.904201663049104,37,0
retail,11-50,ads,2,39.49580423149597,37,0
retail,1-10,linkedin,0,7.037071261444399,11,0
finance,500+,website,1,38.855249122007024,10,0
education,201-500,ads,3,8.734975130204978,11,1
education,51-200,referral,3,5.995676389602749,66,0
technology,1-10,website,7,52.54237641630171,72,0
technology,51-200,referral,3,28.271805226936188,0,1
healthcare,201-500,website,2,34.973930300855706,11,0
manufacturing,51-200,website,3,40.84964650968643,14,1
other,1-10,email,5,3.5837540739682536,121,0
technology,51-200,email,4,6.142990367460492,86,0
finance,201-500,website,4,12.4151426444035,29,1
healthcare,51-200,website,0,36.56878923816427,1,0
other,51-200,event,4,20.78089671418309,6,0
manufacturing,11-50,referral,9,27.701181773073856,17,1
manufacturing,11-50,referral,1,30.4749312614612,95,0
finance,1-10,email,2,26.824406459996116,2,0
finance,51-200,website,2,61.44538297929536,47,1
healthcare,1-10,linkedin,3,46.25806857009834,6,1
technology,11-50,cold_call,4,43.12403995038445,21,1
education,11-50,linkedin,6,27.697445264278674,43,0
manufacturing,11-50,email,8,49.44533323053082,35,1
other,1-10,email,2,31.737182247994404,44,1
other,51-200,other,6,51.621290058233896,50,0
finance,51-200,linkedin,4,52.74896042605857,10,1
manufacturing,1-10,website,8,9.14911493189281,13,0
education,1-10,referral,0,31.366252343266382,50,0
manufacturing,1-10,ads,1,39.44107237662995,1,0
technology,201-500,linkedin,6,29.262430878434877,21,0
finance,11-50,website,2,44.86095165877092,75,0
technology,11-50,referral,3,35.63757874007416,64,0
other,1-10,linkedin,1,33.17765320632059,48,0
retail,51-200,website,3,17.67197704615104,0,1
technology,201-500,email,1,5.0813113604812425,65,0
retail,201-500,email,2,36.30975796181858,72,0
retail,51-200,cold_call,4,35.711199128793005,32,1
healthcare,1-10,referral,6,18.30467437474029,10,1
technology,1-10,other,2,28.301961154912252,20,0
retail,1-10,event,2,26.38636468409217,43,0
finance,11-50,ads,2,43.83064358154336,50,0
manufacturing,1-10,linkedin,4,46.097252375254335,12,0
finance,11-50,referral,3,12.88292860188282,11,1
education,11-50,referral,6,12.331742752199082,39,0
finance,500+,website,3,27.687633644733683,34,1
finance,51-200,website,2,40.01757266208272,21,1
education,201-500,email,2,36.462838976907676,16,1
finance,51-200,website,5,52.84688984752927,32,1
technology,1-10,linkedin,3,74.25985411491463,0,1
technology,51-200,event,7,4.261059647293131,2,1
manufacturing,11-50,ads,2,24.97971107719544,25,0
retail,51-200,other,4,7.349129637916637,7,0
retail,11-50,linkedin,2,16.815863235237952,44,0
technology,500+,other,2,8.929951919462564,44,1
technology,11-50,linkedin,2,26.853863232927388,37,1
technology,11-50,ads,4,35.25134357082663,70,0
healthcare,500+,linkedin,3,12.9587445353888,4,0
finance,1-10,email,6,23.71474451738684,9,1
healthcare,51-200,event,4,25.02800738418354,8,0
finance,51-200,referral,2,26.56707628010024,45,0
education,201-500,cold_call,2,9.672479361681518,22,1
healthcare,500+,website,4,28.909314023575305,8,1
